id iq logcond
-1.1000000 1.5482927 1.1603696
-1.1000000 1.5902439 1.1908582
-1.1000000 1.6321951 1.2225683
-1.1000000 1.6741463 1.2556269
-1.1000000 1.7160976 1.2901853
-1.1000000 1.7580488 1.3264250
-1.1000000 1.8000000 1.3645660
-1.0500000 0.0800000 0.5816154
-1.0500000 0.1219512 0.5840319
-1.0500000 0.1639024 0.5874365
-1.0500000 0.2058537 0.5918134
-1.0500000 0.2478049 0.5971429
-1.0500000 0.2897561 0.6034021
-1.0500000 0.3317073 0.6105654
-1.0500000 0.3736585 0.6186052
-1.0500000 0.4156098 0.6274925
-1.0500000 0.4575610 0.6371977
-1.0500000 0.4995122 0.6476910
-1.0500000 0.5414634 0.6589431
-1.0500000 0.5834146 0.6709256
-1.0500000 0.6253659 0.6836112
-1.0500000 0.6673171 0.6969746
-1.0500000 0.7092683 0.7109924
-1.0500000 0.7512195 0.7256433
-1.0500000 0.7931707 0.7409084
-1.0500000 0.8351220 0.7567715
-1.0500000 0.8770732 0.7732188
-1.0500000 0.9190244 0.7902395
-1.0500000 0.9609756 0.8078255
-1.0500000 1.0029268 0.8259715
-1.0500000 1.0448780 0.8446753
-1.0500000 1.0868293 0.8639378
-1.0500000 1.1287805 0.8837630
-1.0500000 1.1707317 0.9041580
-1.0500000 1.2126829 0.9251337
-1.0500000 1.2546341 0.9467043
-1.0500000 1.2965854 0.9688880
-1.0500000 1.3385366 0.9917075
-1.0500000 1.3804878 1.0151896
-1.0500000 1.4224390 1.0393667
-1.0500000 1.4643902 1.0642764
-1.0500000 1.5063415 1.0899633
-1.0500000 1.5482927 1.1164789
-1.0500000 1.5902439 1.1438834
-1.0500000 1.6321951 1.1722469
-1.0500000 1.6741463 1.2016514
-1.0500000 1.7160976 1.2321926
-1.0500000 1.7580488 1.2639834
-1.0500000 1.8000000 1.2971573
-1.0000000 0.0800000 0.5889829
-1.0000000 0.1219512 0.5911558
-1.0000000 0.1639024 0.5942192
-1.0000000 0.2058537 0.5981609
-1.0000000 0.2478049 0.6029658
-1.0000000 0.2897561 0.6086159
-1.0000000 0.3317073 0.6150912
-1.0000000 0.3736585 0.6223699
-1.0000000 0.4156098 0.6304289
-1.0000000 0.4575610 0.6392442
-1.0000000 0.4995122 0.6487918
-1.0000000 0.5414634 0.6590472
-1.0000000 0.5834146 0.6699869
-1.0000000 0.6253659 0.6815879
-1.0000000 0.6673171 0.6938283
-1.0000000 0.7092683 0.7066877
-1.0000000 0.7512195 0.7201471
-1.0000000 0.7931707 0.7341892
-1.0000000 0.8351220 0.7487988
-1.0000000 0.8770732 0.7639626
-1.0000000 0.9190244 0.7796693
-1.0000000 0.9609756 0.7959098
-1.0000000 1.0029268 0.8126775
-1.0000000 1.0448780 0.8299678
-1.0000000 1.0868293 0.8477787
-1.0000000 1.1287805 0.8661106
-1.0000000 1.1707317 0.8849665
-1.0000000 1.2126829 0.9043520
-1.0000000 1.2546341 0.9242757
-1.0000000 1.2965854 0.9447490
-1.0000000 1.3385366 0.9657865
-1.0000000 1.3804878 0.9874061
-1.0000000 1.4224390 1.0096298
-1.0000000 1.4643902 1.0324832
-1.0000000 1.5063415 1.0559967
-1.0000000 1.5482927 1.0802057
-1.0000000 1.5902439 1.1051514
-1.0000000 1.6321951 1.1308813
-1.0000000 1.6741463 1.1574508
-1.0000000 1.7160976 1.1849239
-1.0000000 1.7580488 1.2133749
-1.0000000 1.8000000 1.2428903
-0.9500000 0.0800000 0.5962520
-0.9500000 0.1219512 0.5982211
-0.9500000 0.1639024 0.6009987
-0.9500000 0.2058537 0.6045753
-0.9500000 0.2478049 0.6089388
-0.9500000 0.2897561 0.6140752
-0.9500000 0.3317073 0.6199685
-0.9500000 0.3736585 0.6266011
-0.9500000 0.4156098 0.6339545
-0.9500000 0.4575610 0.6420091
-0.9500000 0.4995122 0.6507451
-0.9500000 0.5414634 0.6601423
-0.9500000 0.5834146 0.6701809
-0.9500000 0.6253659 0.6808415
-0.9500000 0.6673171 0.6921052
-0.9500000 0.7092683 0.7039541
-0.9500000 0.7512195 0.7163716
-0.9500000 0.7931707 0.7293420
-0.9500000 0.8351220 0.7428512
