id iq logcond
-0.4785714 0.6673171 0.8445859
-0.4785714 0.7092683 0.7955098
-0.4785714 0.7512195 0.7574560
-0.4785714 0.7931707 0.7285646
-0.4785714 0.8351220 0.7084104
-0.4785714 0.8770732 0.6976943
-0.4785714 0.9190244 0.6965307
-0.4785714 0.9609756 0.7025615
-0.4785714 1.0029268 0.7126799
-0.4785714 1.0448780 0.7248912
-0.4785714 1.0868293 0.7381865
-0.4785714 1.1287805 0.7520621
-0.4785714 1.1707317 0.7662503
-0.4785714 1.2126829 0.7805980
-0.4785714 1.2546341 0.7950114
-0.4785714 1.2965854 0.8094297
-0.4785714 1.3385366 0.8238118
-0.4785714 1.3804878 0.8381285
-0.4785714 1.4224390 0.8523590
-0.4785714 1.4643902 0.8664879
-0.4785714 1.5063415 0.8805038
-0.4785714 1.5482927 0.8943982
-0.4785714 1.5902439 0.9081648
-0.4785714 1.6321951 0.9217989
-0.4785714 1.6741463 0.9352975
-0.4785714 1.7160976 0.9486581
-0.4785714 1.7580488 0.9618795
-0.4785714 1.8000000 0.9749610
-0.4238095 0.0800000 0.4272850
-0.4238095 0.1219512 0.4488012
-0.4238095 0.1639024 0.4766425
-0.4238095 0.2058537 0.5173043
-0.4238095 0.2478049 0.5753158
-0.4238095 0.2897561 0.6496534
-0.4238095 0.3317073 0.7396962
-0.4238095 0.3736585 0.8485526
-0.4238095 0.4156098 0.9845905
-0.4238095 0.4575610 1.1674375
-0.4238095 0.4995122 1.4561400
-0.4238095 0.5414634 2.3449102
-0.4238095 0.5834146 1.6299930
-0.4238095 0.6253659 1.3099338
-0.4238095 0.6673171 1.1414569
-0.4238095 0.7092683 1.0306622
-0.4238095 0.7512195 0.9507148
-0.4238095 0.7931707 0.8901989
-0.4238095 0.8351220 0.8433125
-0.4238095 0.8770732 0.8069240
-0.4238095 0.9190244 0.7795412
-0.4238095 0.9609756 0.7609325
-0.4238095 1.0029268 0.7515026
-0.4238095 1.0448780 0.7506433
-0.4238095 1.0868293 0.7559687
-0.4238095 1.1287805 0.7649213
-0.4238095 1.1707317 0.7758561
-0.4238095 1.2126829 0.7878870
-0.4238095 1.2546341 0.8005425
-0.4238095 1.2965854 0.8135596
-0.4238095 1.3385366 0.8267827
-0.4238095 1.3804878 0.8401144
-0.4238095 1.4224390 0.8534901
-0.4238095 1.4643902 0.8668660
-0.4238095 1.5063415 0.8802105
-0.4238095 1.5482927 0.8935009
-0.4238095 1.5902439 0.9067201
-0.4238095 1.6321951 0.9198553
-0.4238095 1.6741463 0.9328969
-0.4238095 1.7160976 0.9458373
-0.4238095 1.7580488 0.9586709
-0.4238095 1.8000000 0.9713934
-0.3690476 0.0800000 0.4510088
-0.3690476 0.1219512 0.4610087
-0.3690476 0.1639024 0.4717178
