# t id iq if torque pcu uutil
2.738340867 0.079192935 0.263773736 1.081171968 0.113946586 0.152407636 0.999998811
2.744659338 0.085347642 0.286187969 1.081599877 0.124624467 0.154653039 0.993098779
2.750977808 0.091502348 0.308602203 1.082027787 0.135458243 0.157071376 0.993259245
2.757296278 0.097657054 0.331016436 1.082455697 0.146447914 0.159662645 0.993419712
2.763614749 0.103811760 0.353430669 1.082883607 0.157593480 0.162426848 0.993580178
2.769933219 0.109966466 0.375844903 1.083311517 0.168894941 0.165363983 0.993740644
2.776251689 0.116121172 0.398259136 1.083739427 0.180352297 0.168474052 0.993901110
2.782570160 0.122275878 0.420673369 1.084167336 0.191965548 0.171757053 0.994061576
2.788888630 0.128430584 0.443087602 1.084595246 0.203734694 0.175212988 0.994222043
2.795207100 0.134585290 0.465501836 1.085023156 0.215659735 0.178841855 0.994382509
2.801525570 0.140739996 0.487916069 1.085451066 0.227740671 0.182643656 0.994542975
2.807844041 0.146894702 0.510330302 1.085878976 0.239977502 0.186618389 0.994703441
2.814162511 0.153049408 0.532744535 1.086306886 0.252370228 0.190766056 0.994863907
2.820480981 0.159204114 0.555158769 1.086734795 0.264918849 0.195086655 0.995024373
2.826799452 0.165358820 0.577573002 1.087162705 0.277623364 0.199580188 0.995184840
2.833117922 0.171513526 0.599987235 1.087590615 0.290483775 0.204246653 0.995345306
2.839436392 0.177668232 0.622401468 1.088018525 0.303500081 0.209086051 0.995505772
2.845754863 0.183822938 0.644815702 1.088446435 0.316672282 0.214098383 0.995666238
2.852073333 0.189977644 0.667229935 1.088874344 0.330000377 0.219283647 0.995826704
2.858391803 0.196132350 0.689644168 1.089302254 0.343484368 0.224641845 0.995987171
2.864710273 0.202287056 0.712058402 1.089730164 0.357124253 0.230172975 0.996147637
2.871028744 0.208441762 0.734472635 1.090158074 0.370920034 0.235877038 0.996308103
2.877347214 0.214596468 0.756886868 1.090585984 0.384871710 0.241754035 0.996468569
2.883665684 0.220751174 0.779301101 1.091013894 0.398979280 0.247803964 0.996629035
2.889984155 0.226905880 0.801715335 1.091441803 0.413242746 0.254026826 0.996789501
2.896302625 0.233060586 0.824129568 1.091869713 0.427662106 0.260422621 0.996949968
2.902621095 0.239215292 0.846543801 1.092297623 0.442237362 0.266991350 0.997110434
2.908939566 0.245369998 0.868958034 1.092725533 0.456968512 0.273733011 0.997270900
2.915258036 0.251524704 0.891372268 1.093153443 0.471855557 0.280647605 0.997431366
2.921576506 0.257679410 0.913786501 1.093581353 0.486898498 0.287735133 0.997591832
2.927894976 0.263834116 0.936200734 1.094009262 0.502097333 0.294995593 0.997752299
2.934213447 0.269988822 0.958614968 1.094437172 0.517452063 0.302428986 0.997912765
2.940531917 0.276143528 0.981029201 1.094865082 0.532962689 0.310035312 0.998073231
2.946850387 0.282298234 1.003443434 1.095292992 0.548629209 0.317814571 0.998233697
